+-------------+--------------+-------------------------------------------------------------------------------+----------------+
| Last Name   | First Name   | Title                                                                         | Release Date   |
| Jones       | William      | Elijah Turner's Whimsical Colorful Birchwood Springs                          | 1934-12-11     |
| Patel       | Charlotte    | Enchanted William Carter                                                      | 1969-06-15     |
| Mitchell    | Ava          | Curse of Benjamin Mitchell                                                    | 1906-05-11     |
| Nelson      | Samuel       | Henry Crawford's Peaceful Harborview Point                                    | 1980-06-19     |
| Stewart     | Henry        | Journey through Benjamin Mitchell                                             | 1959-12-05     |
| Taylor      | Olivia       | Grace Mitchell's Enigmatic Artistic Contemporary Pinehurst Park               | 2019-02-11     |
| Wright      | Emily        | King's Daniel Brooks                                                          | 1981-05-17     |
| Jones       | Harper       | Rise of Ava Harrison                                                          | 1943-06-01     |
| Brooks      | Lily         | Dark Secrets Isabella Montgomery                                              | 1935-07-02     |
| Lopez       | Emily        | Adventures in Ava Harrison                                                    | 1917-10-16     |
| Smith       | Scarlett     | Enigma Enchanting Redwood Ridge                                               | 1959-04-24     |
| Diaz        | Andrew       | Samuel Griffin's Remote Wonderful Lakeshore Landing                           | 1923-11-19     |
| Scott       | Mia          | Whispers from Vintage Solitary Pinehurst Park                                 | 1924-08-23     |
| Kelly       | Grace        | Lucas Thornton's Serene Peaceful Meadowview Heights                           | 1957-05-08     |
| Cook        | Harper       | Elijah Turner's Charming Coastal Charming Silverlake Springs                  | 2015-02-06     |
| Hill        | Michael      | Lucas Thornton's Golden Valley Meadows                                        | 1916-04-08     |
| Myers       | Lucas        | Caleb Reynolds's Colorful Exotic Timeless Redwood Ridge                       | 1976-06-14     |
| Patel       | Elijah       | Quest for Charlotte Taylor                                                    | 1934-09-24     |
| Wright      | Samuel       | King's Isabella Montgomery                                                    | 1925-12-01     |
| Morris      | William      | Chronicles from Harper Nelson                                                 | 1953-04-20     |
| Ortiz       | Ava          | Adventures in Serene Vibrant Coastal Willowbrook Park                         | 2015-06-15     |
| Morales     | Abigail      | Mia Sullivan's Modern Riverstone Ranch                                        | 1995-01-01     |
| Williams    | Harper       | Rise of Emily Hayes                                                           | 1907-03-14     |
| Gray        | Lucas        | Bloodlines Emily Hayes                                                        | 1924-06-09     |
| Nelson      | Elizabeth    | Caleb Reynolds's Modern Evergreen Valley                                      | 1922-10-07     |
| Murphy      | Grace        | Secrets in the Majestic Majestic Willowdale Heights                           | 2018-02-04     |
| Harris      | Elijah       | Echoes Ethan Wells                                                            | 1906-10-06     |
| Baker       | Daniel       | Samuel Griffin's Rural Springvale Meadows                                     | 1986-01-24     |
| Walker      | Benjamin     | Alexander Foster's Enigmatic Eclectic Exotic Birchwood Springs                | 1906-11-24     |
| Johnson     | Sophia       | Quest for the Alexander Foster                                                | 2015-05-01     |
| Brooks      | Sophia       | Curse of Henry Crawford                                                       | 1955-03-16     |
| Edwards     | Henry        | Kingdom Emily Hayes                                                           | 1962-09-16     |
| Wilson      | David        | King's Alexander Foster                                                       | 1962-12-05     |
| Kim         | Emily        | Tales from Welcoming Magical Captivating Harborview Point                     | 1911-04-03     |
| King        | Sophia       | Songs of Charlotte Taylor                                                     | 1962-03-21     |
| Ruiz        | Samuel       | Secrets of Alexander Foster                                                   | 1911-02-04     |
| Bennet      | Jackson      | William Carter's Pinecrest Pines                                              | 1996-08-17     |
| Ramirez     | Jackson      | Mystery Stonebridge Ridge                                                     | 1992-02-08     |
| Morales     | Ethan        | Tales from Harper Nelson                                                      | 1943-09-24     |
| Gonzales    | James        | Legacy of Enchanting Willowdale Heights                                       | 1922-03-17     |
